JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer_Code,Comment_Code(s),Comp_Star_1,Comp_Star_2,Charts,Comments,Transfomed,Airmass,Validation_Flag,Cmag,Kmag,HJD,Star_Name,Observer_Affiliation,Measurement_Method,Grouping_Method,ADS_Reference,Digitizer,Credit
2459720.38372,15.259,0.025,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.006,Z,,14.979,,XM116HT,MCSE,STD,,,,
2459720.38448,15.185,0.019,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.006,Z,,14.942,,XM116HT,MCSE,STD,,,,
2459720.38523,15.217,0.017,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.006,Z,,14.987,,XM116HT,MCSE,STD,,,,
2459720.38599,15.237,0.028,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.006,Z,,14.942,,XM116HT,MCSE,STD,,,,
2459720.386209,15.289,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.027,Z,14.908,16.081,,TCP J14225968+4122545,VVS,STD,,,,
2459720.386545,15.287,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.027,Z,14.909,16.107,,TCP J14225968+4122545,VVS,STD,,,,
2459720.38675,15.282,0.028,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.006,Z,,14.979,,XM116HT,MCSE,STD,,,,
2459720.386881,15.238,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.027,Z,14.954,16.082,,TCP J14225968+4122545,VVS,STD,,,,
2459720.387228,15.261,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.026,Z,14.935,16.108,,TCP J14225968+4122545,VVS,STD,,,,
2459720.38751,15.231,0.023,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.006,Z,,14.958,,XM116HT,MCSE,STD,,,,
2459720.387552,15.245,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.026,Z,14.940,16.103,,TCP J14225968+4122545,VVS,STD,,,,
2459720.387888,15.279,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.026,Z,14.928,16.117,,TCP J14225968+4122545,VVS,STD,,,,
2459720.38827,15.238,0.019,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.006,Z,,14.908,,XM116HT,MCSE,STD,,,,
2459720.388293,15.276,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.026,Z,14.915,16.093,,TCP J14225968+4122545,VVS,STD,,,,
2459720.388628,15.285,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.025,Z,14.936,16.148,,TCP J14225968+4122545,VVS,STD,,,,
2459720.388953,15.273,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.025,Z,14.920,16.109,,TCP J14225968+4122545,VVS,STD,,,,
2459720.38902,15.223,0.017,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.006,Z,,14.942,,XM116HT,MCSE,STD,,,,
2459720.389288,15.246,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.025,Z,14.911,16.123,,TCP J14225968+4122545,VVS,STD,,,,
2459720.389624,15.270,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.025,Z,14.920,16.109,,TCP J14225968+4122545,VVS,STD,,,,
2459720.38978,15.232,0.021,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.006,Z,,14.970,,XM116HT,MCSE,STD,,,,
2459720.389971,15.237,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.024,Z,14.915,16.095,,TCP J14225968+4122545,VVS,STD,,,,
2459720.390411,15.257,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.024,Z,14.912,16.132,,TCP J14225968+4122545,VVS,STD,,,,
2459720.39054,15.238,0.018,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.006,Z,,14.969,,XM116HT,MCSE,STD,,,,
2459720.390735,15.239,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.024,Z,14.924,16.116,,TCP J14225968+4122545,VVS,STD,,,,
2459720.391059,15.241,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.024,Z,14.935,16.100,,TCP J14225968+4122545,VVS,STD,,,,
2459720.39130,15.267,0.018,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.007,Z,,14.916,,XM116HT,MCSE,STD,,,,
2459720.391719,15.242,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.023,Z,14.924,16.125,,TCP J14225968+4122545,VVS,STD,,,,
2459720.39205,15.251,0.018,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.007,Z,,14.948,,XM116HT,MCSE,STD,,,,
2459720.392066,15.245,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.023,Z,14.946,16.114,,TCP J14225968+4122545,VVS,STD,,,,
2459720.392483,15.263,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.023,Z,14.914,16.110,,TCP J14225968+4122545,VVS,STD,,,,
2459720.39281,15.225,0.017,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.007,Z,,14.909,,XM116HT,MCSE,STD,,,,
2459720.392818,15.270,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.023,Z,14.921,16.135,,TCP J14225968+4122545,VVS,STD,,,,
2459720.393154,15.282,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.022,Z,14.920,16.149,,TCP J14225968+4122545,VVS,STD,,,,
2459720.393490,15.226,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.022,Z,14.912,16.115,,TCP J14225968+4122545,VVS,STD,,,,
2459720.39357,15.229,0.021,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.007,Z,,14.977,,XM116HT,MCSE,STD,,,,
2459720.393825,15.242,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.022,Z,14.942,16.121,,TCP J14225968+4122545,VVS,STD,,,,
2459720.394172,15.282,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.022,Z,14.931,16.139,,TCP J14225968+4122545,VVS,STD,,,,
2459720.39433,15.250,0.025,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.007,Z,,14.929,,XM116HT,MCSE,STD,,,,
2459720.394612,15.261,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.022,Z,14.933,16.105,,TCP J14225968+4122545,VVS,STD,,,,
2459720.39508,15.255,0.017,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.007,Z,,14.958,,XM116HT,MCSE,STD,,,,
2459720.395249,15.318,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.021,Z,14.902,16.126,,TCP J14225968+4122545,VVS,STD,,,,
2459720.395584,15.299,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.021,Z,14.921,16.159,,TCP J14225968+4122545,VVS,STD,,,,
2459720.39584,15.257,0.021,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.007,Z,,14.977,,XM116HT,MCSE,STD,,,,
2459720.395920,15.289,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.021,Z,14.921,16.099,,TCP J14225968+4122545,VVS,STD,,,,
2459720.39660,15.227,0.016,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.008,Z,,14.932,,XM116HT,MCSE,STD,,,,
2459720.396962,15.262,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.020,Z,14.931,16.111,,TCP J14225968+4122545,VVS,STD,,,,
2459720.39735,15.224,0.017,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.008,Z,,14.927,,XM116HT,MCSE,STD,,,,
2459720.397957,15.252,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.020,Z,14.927,16.102,,TCP J14225968+4122545,VVS,STD,,,,
2459720.39811,15.254,0.016,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.008,Z,,14.952,,XM116HT,MCSE,STD,,,,
2459720.398293,15.287,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.020,Z,14.952,16.136,,TCP J14225968+4122545,VVS,STD,,,,
2459720.398698,15.274,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.019,Z,14.927,16.102,,TCP J14225968+4122545,VVS,STD,,,,
2459720.39887,15.259,0.018,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.008,Z,,14.933,,XM116HT,MCSE,STD,,,,
2459720.399034,15.279,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.019,Z,14.926,16.142,,TCP J14225968+4122545,VVS,STD,,,,
2459720.399358,15.307,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.019,Z,14.925,16.122,,TCP J14225968+4122545,VVS,STD,,,,
2459720.39963,15.251,0.018,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.009,Z,,14.930,,XM116HT,MCSE,STD,,,,
2459720.400006,15.309,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.019,Z,14.919,16.137,,TCP J14225968+4122545,VVS,STD,,,,
2459720.40039,15.220,0.021,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.009,Z,,14.953,,XM116HT,MCSE,STD,,,,
2459720.400712,15.278,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.019,Z,14.921,16.115,,TCP J14225968+4122545,VVS,STD,,,,
2459720.401059,15.276,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.018,Z,14.924,16.111,,TCP J14225968+4122545,VVS,STD,,,,
2459720.40115,15.259,0.019,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.009,Z,,14.944,,XM116HT,MCSE,STD,,,,
2459720.401395,15.256,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.018,Z,14.922,16.137,,TCP J14225968+4122545,VVS,STD,,,,
2459720.401730,15.307,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.018,Z,14.909,16.129,,TCP J14225968+4122545,VVS,STD,,,,
2459720.40190,15.299,0.024,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.009,Z,,14.940,,XM116HT,MCSE,STD,,,,
2459720.402066,15.292,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.018,Z,14.930,16.156,,TCP J14225968+4122545,VVS,STD,,,,
2459720.402413,15.302,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.018,Z,14.933,16.113,,TCP J14225968+4122545,VVS,STD,,,,
2459720.40266,15.228,0.018,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.010,Z,,14.914,,XM116HT,MCSE,STD,,,,
2459720.402818,15.277,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.018,Z,14.934,16.113,,TCP J14225968+4122545,VVS,STD,,,,
2459720.403154,15.261,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.018,Z,14.948,16.113,,TCP J14225968+4122545,VVS,STD,,,,
2459720.40342,15.311,0.018,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.010,Z,,14.935,,XM116HT,MCSE,STD,,,,
2459720.403825,15.310,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.017,Z,14.916,16.106,,TCP J14225968+4122545,VVS,STD,,,,
2459720.404161,15.316,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.017,Z,14.945,16.130,,TCP J14225968+4122545,VVS,STD,,,,
2459720.40418,15.242,0.018,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.010,Z,,14.932,,XM116HT,MCSE,STD,,,,
2459720.404485,15.295,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.017,Z,14.949,16.104,,TCP J14225968+4122545,VVS,STD,,,,
2459720.40493,15.256,0.018,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.011,Z,,14.941,,XM116HT,MCSE,STD,,,,
2459720.405191,15.251,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.017,Z,14.949,16.103,,TCP J14225968+4122545,VVS,STD,,,,
2459720.405515,15.278,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.017,Z,14.933,16.143,,TCP J14225968+4122545,VVS,STD,,,,
2459720.40569,15.172,0.017,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.011,Z,,14.982,,XM116HT,MCSE,STD,,,,
2459720.405874,15.223,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.017,Z,14.930,16.110,,TCP J14225968+4122545,VVS,STD,,,,
2459720.406209,15.254,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.016,Z,14.941,16.132,,TCP J14225968+4122545,VVS,STD,,,,
2459720.40645,15.244,0.024,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.011,Z,,14.974,,XM116HT,MCSE,STD,,,,
2459720.406858,15.254,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.016,Z,14.932,16.106,,TCP J14225968+4122545,VVS,STD,,,,
2459720.40721,15.279,0.025,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.012,Z,,14.985,,XM116HT,MCSE,STD,,,,
2459720.407425,15.277,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.016,Z,14.922,16.139,,TCP J14225968+4122545,VVS,STD,,,,
2459720.407703,15.265,0.012,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.016,Z,14.925,16.160,,TCP J14225968+4122545,VVS,STD,,,,
2459720.40797,15.207,0.021,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.012,Z,,14.955,,XM116HT,MCSE,STD,,,,
2459720.407980,15.270,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.016,Z,14.921,16.134,,TCP J14225968+4122545,VVS,STD,,,,
2459720.408258,15.220,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.016,Z,14.959,16.081,,TCP J14225968+4122545,VVS,STD,,,,
2459720.408617,15.206,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.016,Z,14.941,16.097,,TCP J14225968+4122545,VVS,STD,,,,
2459720.40873,15.242,0.017,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.012,Z,,14.933,,XM116HT,MCSE,STD,,,,
2459720.408895,15.198,0.012,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.016,Z,14.957,16.098,,TCP J14225968+4122545,VVS,STD,,,,
2459720.409473,15.231,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.016,Z,14.944,16.111,,TCP J14225968+4122545,VVS,STD,,,,
2459720.40948,15.207,0.018,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.013,Z,,14.965,,XM116HT,MCSE,STD,,,,
2459720.409763,15.247,0.012,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.015,Z,14.938,16.100,,TCP J14225968+4122545,VVS,STD,,,,
2459720.410041,15.257,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.015,Z,14.968,16.129,,TCP J14225968+4122545,VVS,STD,,,,
2459720.41024,15.233,0.028,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.013,Z,,14.975,,XM116HT,MCSE,STD,,,,
2459720.410353,15.232,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.015,Z,14.949,16.103,,TCP J14225968+4122545,VVS,STD,,,,
2459720.410642,15.270,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.015,Z,14.933,16.138,,TCP J14225968+4122545,VVS,STD,,,,
2459720.410920,15.291,0.012,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.015,Z,14.920,16.134,,TCP J14225968+4122545,VVS,STD,,,,
2459720.41100,15.211,0.022,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.014,Z,,14.941,,XM116HT,MCSE,STD,,,,
2459720.411198,15.262,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.015,Z,14.938,16.142,,TCP J14225968+4122545,VVS,STD,,,,
2459720.411487,15.257,0.012,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.015,Z,14.925,16.124,,TCP J14225968+4122545,VVS,STD,,,,
2459720.41176,15.232,0.023,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.014,Z,,14.967,,XM116HT,MCSE,STD,,,,
2459720.411777,15.236,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.015,Z,14.951,16.109,,TCP J14225968+4122545,VVS,STD,,,,
2459720.412101,15.215,0.012,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.015,Z,14.966,16.119,,TCP J14225968+4122545,VVS,STD,,,,
2459720.41251,15.221,0.016,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.014,Z,,14.962,,XM116HT,MCSE,STD,,,,
2459720.41327,15.209,0.025,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.015,Z,,14.955,,XM116HT,MCSE,STD,,,,
2459720.41403,15.175,0.019,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.015,Z,,14.932,,XM116HT,MCSE,STD,,,,
2459720.41479,15.201,0.020,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.016,Z,,14.967,,XM116HT,MCSE,STD,,,,
2459720.415249,15.135,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,15.030,16.076,,TCP J14225968+4122545,VVS,STD,,,,
2459720.415503,15.154,0.012,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,14.995,16.117,,TCP J14225968+4122545,VVS,STD,,,,
2459720.41554,15.165,0.018,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.016,Z,,14.954,,XM116HT,MCSE,STD,,,,
2459720.415990,15.086,0.012,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,15.043,16.085,,TCP J14225968+4122545,VVS,STD,,,,
2459720.416244,15.095,0.012,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,15.038,16.094,,TCP J14225968+4122545,VVS,STD,,,,
2459720.41630,15.226,0.017,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.017,Z,,14.957,,XM116HT,MCSE,STD,,,,
2459720.416869,15.107,0.012,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,15.051,16.091,,TCP J14225968+4122545,VVS,STD,,,,
2459720.41706,15.153,0.017,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.017,Z,,14.954,,XM116HT,MCSE,STD,,,,
2459720.417378,15.108,0.012,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,15.053,16.089,,TCP J14225968+4122545,VVS,STD,,,,
2459720.417645,15.123,0.012,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,15.033,16.098,,TCP J14225968+4122545,VVS,STD,,,,
2459720.41782,15.188,0.019,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.018,Z,,14.979,,XM116HT,MCSE,STD,,,,
2459720.417899,15.155,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,15.017,16.108,,TCP J14225968+4122545,VVS,STD,,,,
2459720.418154,15.145,0.012,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,15.025,16.116,,TCP J14225968+4122545,VVS,STD,,,,
2459720.418455,15.111,0.012,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,15.041,16.085,,TCP J14225968+4122545,VVS,STD,,,,
2459720.41858,15.187,0.021,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.018,Z,,14.952,,XM116HT,MCSE,STD,,,,
2459720.418709,15.124,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,15.027,16.091,,TCP J14225968+4122545,VVS,STD,,,,
2459720.419219,15.106,0.012,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,15.057,16.087,,TCP J14225968+4122545,VVS,STD,,,,
2459720.41934,15.243,0.023,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.019,Z,,14.931,,XM116HT,MCSE,STD,,,,
2459720.419473,15.123,0.012,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,15.030,16.108,,TCP J14225968+4122545,VVS,STD,,,,
2459720.419740,15.118,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,15.050,16.107,,TCP J14225968+4122545,VVS,STD,,,,
2459720.42009,15.176,0.017,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.020,Z,,14.947,,XM116HT,MCSE,STD,,,,
2459720.420839,15.150,0.012,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,15.015,16.102,,TCP J14225968+4122545,VVS,STD,,,,
2459720.42085,15.187,0.015,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.020,Z,,14.922,,XM116HT,MCSE,STD,,,,
2459720.421094,15.188,0.012,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,14.985,16.116,,TCP J14225968+4122545,VVS,STD,,,,
2459720.421360,15.151,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,15.014,16.165,,TCP J14225968+4122545,VVS,STD,,,,
2459720.42161,15.223,0.020,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.021,Z,,14.950,,XM116HT,MCSE,STD,,,,
2459720.421661,15.170,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,15.022,16.102,,TCP J14225968+4122545,VVS,STD,,,,
2459720.421927,15.192,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,15.021,16.091,,TCP J14225968+4122545,VVS,STD,,,,
2459720.422182,15.165,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,15.013,16.115,,TCP J14225968+4122545,VVS,STD,,,,
2459720.42237,15.238,0.020,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.021,Z,,14.971,,XM116HT,MCSE,STD,,,,
2459720.422436,15.205,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,15.009,16.111,,TCP J14225968+4122545,VVS,STD,,,,
2459720.422946,15.220,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,15.013,16.157,,TCP J14225968+4122545,VVS,STD,,,,
2459720.42312,15.265,0.019,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.022,Z,,14.948,,XM116HT,MCSE,STD,,,,
2459720.423281,15.194,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,15.037,16.096,,TCP J14225968+4122545,VVS,STD,,,,
2459720.423536,15.180,0.012,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,15.039,16.127,,TCP J14225968+4122545,VVS,STD,,,,
2459720.42388,15.253,0.021,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.023,Z,,14.954,,XM116HT,MCSE,STD,,,,
2459720.424311,15.204,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,15.034,16.106,,TCP J14225968+4122545,VVS,STD,,,,
