JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer_Code,Comment_Code(s),Comp_Star_1,Comp_Star_2,Charts,Comments,Transfomed,Airmass,Validation_Flag,Cmag,Kmag,HJD,Star_Name,Observer_Affiliation,Measurement_Method,Grouping_Method,ADS_Reference,Digitizer,Credit
2459712.376424,14.182,0.025,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.026,Z,,14.071,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.376516,14.173,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.060,Z,17.219,18.457,,TCP J14225968+4122545,VVS,STD,,,,
2459712.376979,14.126,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.060,Z,17.220,18.370,,TCP J14225968+4122545,VVS,STD,,,,
2459712.377155,14.014,0.017,,B,LMN,,000-BPJ-530,000-BPJ-531,X27940FW,STANDARD MAG: C = 12.572  K = 14.318,0,1.050,Z,16.978,18.737,,TCP J14225968+4122545,SAAF,STD,,,,
2459712.377176,14.189,0.013,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.026,Z,,14.095,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.377465,14.129,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.059,Z,17.221,18.406,,TCP J14225968+4122545,VVS,STD,,,,
2459712.377917,14.147,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.058,Z,17.236,18.423,,TCP J14225968+4122545,VVS,STD,,,,
2459712.377928,14.174,0.017,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.025,Z,,14.053,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.378294,13.890,0.016,,R,LMN,,000-BPJ-530,000-BPJ-531,X27940FW,STANDARD MAG: C = 11.540  K = 13.042,0,1.049,Z,15.902,17.387,,TCP J14225968+4122545,SAAF,STD,,,,
2459712.378356,14.156,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.058,Z,17.193,18.374,,TCP J14225968+4122545,VVS,STD,,,,
2459712.378669,14.195,0.035,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.024,Z,,14.077,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.378808,14.132,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.057,Z,17.224,18.399,,TCP J14225968+4122545,VVS,STD,,,,
2459712.379259,14.170,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.057,Z,17.239,18.432,,TCP J14225968+4122545,VVS,STD,,,,
2459712.379410,14.198,0.001,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.023,Z,,14.084,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.379421,13.880,0.034,,I,LMN,,000-BPJ-530,000-BPJ-531,X27940FW,STANDARD MAG: C = 11.194  K = 12.595,0,1.048,Z,17.017,18.402,,TCP J14225968+4122545,SAAF,STD,,,,
2459712.379780,14.176,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.056,Z,17.234,18.437,,TCP J14225968+4122545,VVS,STD,,,,
2459712.380162,14.210,0.021,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.023,Z,,14.077,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.380220,14.204,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.055,Z,17.234,18.504,,TCP J14225968+4122545,VVS,STD,,,,
2459712.380569,14.015,0.013,,V,LMN,,000-BPJ-530,000-BPJ-531,X27940FW,STANDARD MAG: C = 11.908  K = 13.520,0,1.047,Z,16.065,17.687,,TCP J14225968+4122545,SAAF,STD,,,,
2459712.380671,14.214,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.055,Z,17.241,18.439,,TCP J14225968+4122545,VVS,STD,,,,
2459712.380903,14.230,0.036,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.022,Z,,14.090,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.381123,14.196,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.054,Z,17.241,18.435,,TCP J14225968+4122545,VVS,STD,,,,
2459712.381562,14.171,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.054,Z,17.188,18.363,,TCP J14225968+4122545,VVS,STD,,,,
2459712.381644,14.212,0.016,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.021,Z,,14.087,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.381697,14.039,0.018,,B,LMN,,000-BPJ-530,000-BPJ-531,X27940FW,STANDARD MAG: C = 12.572  K = 14.318,0,1.046,Z,17.108,18.854,,TCP J14225968+4122545,SAAF,STD,,,,
2459712.382095,14.209,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.053,Z,17.218,18.418,,TCP J14225968+4122545,VVS,STD,,,,
2459712.382396,14.209,0.025,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.020,Z,,14.075,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.382546,14.177,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.052,Z,17.252,18.409,,TCP J14225968+4122545,VVS,STD,,,,
2459712.382829,13.958,0.017,,R,LMN,,000-BPJ-530,000-BPJ-531,X27940FW,STANDARD MAG: C = 11.540  K = 13.042,0,1.046,Z,15.757,17.256,,TCP J14225968+4122545,SAAF,STD,,,,
2459712.383009,14.178,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.052,Z,17.244,18.394,,TCP J14225968+4122545,VVS,STD,,,,
2459712.383137,14.197,0.010,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.020,Z,,14.064,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.383449,14.195,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.051,Z,17.222,18.381,,TCP J14225968+4122545,VVS,STD,,,,
2459712.383889,14.248,0.027,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.019,Z,,14.102,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.383900,14.191,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.051,Z,17.230,18.386,,TCP J14225968+4122545,VVS,STD,,,,
2459712.383945,13.983,0.028,,I,LMN,,000-BPJ-530,000-BPJ-531,X27940FW,STANDARD MAG: C = 11.194  K = 12.595,0,1.045,Z,16.857,18.227,,TCP J14225968+4122545,SAAF,STD,,,,
2459712.384387,14.215,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.050,Z,17.245,18.401,,TCP J14225968+4122545,VVS,STD,,,,
2459712.384630,14.271,0.022,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.019,Z,,14.080,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.384838,14.217,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.050,Z,17.253,18.428,,TCP J14225968+4122545,VVS,STD,,,,
2459712.385083,14.046,0.014,,V,LMN,,000-BPJ-530,000-BPJ-531,X27940FW,STANDARD MAG: C = 11.908  K = 13.520,0,1.044,Z,15.977,17.567,,TCP J14225968+4122545,SAAF,STD,,,,
2459712.385278,14.237,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.049,Z,17.241,18.394,,TCP J14225968+4122545,VVS,STD,,,,
2459712.385382,14.317,0.032,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.018,Z,,14.074,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.385729,14.226,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.048,Z,17.212,18.384,,TCP J14225968+4122545,VVS,STD,,,,
2459712.386123,14.287,0.022,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.017,Z,,14.093,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.386181,14.249,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.048,Z,17.215,18.399,,TCP J14225968+4122545,VVS,STD,,,,
2459712.386212,14.131,0.016,,B,LMN,,000-BPJ-530,000-BPJ-531,X27940FW,STANDARD MAG: C = 12.572  K = 14.318,0,1.043,Z,16.923,18.652,,TCP J14225968+4122545,SAAF,STD,,,,
2459712.386690,14.270,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.047,Z,17.199,18.375,,TCP J14225968+4122545,VVS,STD,,,,
2459712.386863,14.298,0.033,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.017,Z,,14.094,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.387130,14.249,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.047,Z,17.207,18.383,,TCP J14225968+4122545,VVS,STD,,,,
2459712.387354,14.059,0.022,,R,LMN,,000-BPJ-530,000-BPJ-531,X27940FW,STANDARD MAG: C = 11.540  K = 13.042,0,1.042,Z,15.799,17.312,,TCP J14225968+4122545,SAAF,STD,,,,
2459712.387581,14.269,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.046,Z,17.232,18.409,,TCP J14225968+4122545,VVS,STD,,,,
2459712.387604,14.294,0.013,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.016,Z,,14.094,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.388032,14.256,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.046,Z,17.216,18.414,,TCP J14225968+4122545,VVS,STD,,,,
2459712.388345,14.282,0.015,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.016,Z,,14.075,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.388471,14.021,0.030,,I,LMN,,000-BPJ-530,000-BPJ-531,X27940FW,STANDARD MAG: C = 11.194  K = 12.595,0,1.042,Z,16.838,18.211,,TCP J14225968+4122545,SAAF,STD,,,,
2459712.388484,14.238,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.045,Z,17.188,18.386,,TCP J14225968+4122545,VVS,STD,,,,
2459712.388981,14.262,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.045,Z,17.194,18.371,,TCP J14225968+4122545,VVS,STD,,,,
2459712.389097,14.350,0.011,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.015,Z,,14.073,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.389421,14.296,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.044,Z,17.176,18.389,,TCP J14225968+4122545,VVS,STD,,,,
2459712.389617,14.147,0.017,,V,LMN,,000-BPJ-530,000-BPJ-531,X27940FW,STANDARD MAG: C = 11.908  K = 13.520,0,1.041,Z,15.956,17.560,,TCP J14225968+4122545,SAAF,STD,,,,
2459712.389838,14.322,0.025,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.015,Z,,14.086,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.389884,14.315,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.044,Z,17.177,18.345,,TCP J14225968+4122545,VVS,STD,,,,
2459712.390336,14.316,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.043,Z,17.172,18.376,,TCP J14225968+4122545,VVS,STD,,,,
2459712.390590,14.352,0.023,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.014,Z,,14.083,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.390744,14.195,0.018,,B,LMN,,000-BPJ-530,000-BPJ-531,X27940FW,STANDARD MAG: C = 12.572  K = 14.318,0,1.040,Z,17.042,18.791,,TCP J14225968+4122545,SAAF,STD,,,,
2459712.390787,14.304,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.043,Z,17.175,18.359,,TCP J14225968+4122545,VVS,STD,,,,
2459712.391285,14.303,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.042,Z,17.171,18.342,,TCP J14225968+4122545,VVS,STD,,,,
2459712.391331,14.405,0.027,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.014,Z,,14.080,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.391725,14.310,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.042,Z,17.156,18.340,,TCP J14225968+4122545,VVS,STD,,,,
2459712.391882,14.100,0.028,,R,LMN,,000-BPJ-530,000-BPJ-531,X27940FW,STANDARD MAG: C = 11.540  K = 13.042,0,1.040,Z,15.990,17.511,,TCP J14225968+4122545,SAAF,STD,,,,
2459712.392072,14.403,0.014,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.013,Z,,14.054,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.392176,14.317,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.041,Z,17.163,18.320,,TCP J14225968+4122545,VVS,STD,,,,
2459712.392616,14.320,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.041,Z,17.144,18.315,,TCP J14225968+4122545,VVS,STD,,,,
2459712.392824,14.345,0.021,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.013,Z,,14.084,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.393009,14.109,0.036,,I,LMN,,000-BPJ-530,000-BPJ-531,X27940FW,STANDARD MAG: C = 11.194  K = 12.595,0,1.039,Z,16.875,18.237,,TCP J14225968+4122545,SAAF,STD,,,,
2459712.393067,14.276,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.040,Z,17.128,18.310,,TCP J14225968+4122545,VVS,STD,,,,
2459712.393565,14.363,0.015,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.012,Z,,14.098,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.393576,14.310,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.040,Z,17.143,18.297,,TCP J14225968+4122545,VVS,STD,,,,
2459712.394028,14.287,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.039,Z,17.134,18.331,,TCP J14225968+4122545,VVS,STD,,,,
2459712.394157,14.118,0.017,,V,LMN,,000-BPJ-530,000-BPJ-531,X27940FW,STANDARD MAG: C = 11.908  K = 13.520,0,1.039,Z,16.035,17.635,,TCP J14225968+4122545,SAAF,STD,,,,
2459712.394317,14.330,0.008,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.012,Z,,14.056,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.394468,14.281,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.039,Z,17.160,18.357,,TCP J14225968+4122545,VVS,STD,,,,
2459712.394907,14.292,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.038,Z,17.148,18.322,,TCP J14225968+4122545,VVS,STD,,,,
2459712.395058,14.360,0.011,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.011,Z,,14.076,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.395284,14.108,0.018,,B,LMN,,000-BPJ-530,000-BPJ-531,X27940FW,STANDARD MAG: C = 12.572  K = 14.318,0,1.038,Z,17.058,18.843,,TCP J14225968+4122545,SAAF,STD,,,,
2459712.395359,14.314,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.038,Z,17.127,18.299,,TCP J14225968+4122545,VVS,STD,,,,
2459712.395799,14.323,0.004,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.011,Z,,14.063,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.395833,14.300,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.037,Z,17.144,18.342,,TCP J14225968+4122545,VVS,STD,,,,
2459712.396331,14.320,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.037,Z,17.127,18.352,,TCP J14225968+4122545,VVS,STD,,,,
2459712.396411,14.115,0.020,,R,LMN,,000-BPJ-530,000-BPJ-531,X27940FW,STANDARD MAG: C = 11.540  K = 13.042,0,1.038,Z,15.807,17.288,,TCP J14225968+4122545,SAAF,STD,,,,
2459712.396551,14.369,0.019,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.010,Z,,14.078,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.396771,14.358,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.037,Z,17.115,18.307,,TCP J14225968+4122545,VVS,STD,,,,
2459712.397222,14.366,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.036,Z,17.115,18.330,,TCP J14225968+4122545,VVS,STD,,,,
2459712.397292,14.397,0.022,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.010,Z,,14.083,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.397538,14.174,0.044,,I,LMN,,000-BPJ-530,000-BPJ-531,X27940FW,STANDARD MAG: C = 11.194  K = 12.595,0,1.037,Z,17.074,18.439,,TCP J14225968+4122545,SAAF,STD,,,,
2459712.397674,14.382,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.036,Z,17.111,18.328,,TCP J14225968+4122545,VVS,STD,,,,
2459712.398032,14.454,0.024,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.010,Z,,14.058,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.398611,14.387,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.035,Z,17.110,18.288,,TCP J14225968+4122545,VVS,STD,,,,
2459712.398773,14.416,0.024,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.009,Z,,14.085,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.399051,14.383,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.034,Z,17.125,18.341,,TCP J14225968+4122545,VVS,STD,,,,
2459712.399491,14.353,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.034,Z,17.129,18.330,,TCP J14225968+4122545,VVS,STD,,,,
2459712.399525,14.453,0.026,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.009,Z,,14.090,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.399942,14.372,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.034,Z,17.115,18.278,,TCP J14225968+4122545,VVS,STD,,,,
2459712.400266,14.441,0.016,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.009,Z,,14.068,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.400417,14.364,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.033,Z,17.121,18.327,,TCP J14225968+4122545,VVS,STD,,,,
2459712.400856,14.351,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.033,Z,17.127,18.337,,TCP J14225968+4122545,VVS,STD,,,,
2459712.401018,14.375,0.024,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.008,Z,,14.053,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.401308,14.358,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.032,Z,17.110,18.298,,TCP J14225968+4122545,VVS,STD,,,,
2459712.401748,14.335,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.032,Z,17.108,18.304,,TCP J14225968+4122545,VVS,STD,,,,
2459712.401759,14.375,0.022,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.008,Z,,14.061,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.402199,14.321,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.032,Z,17.115,18.287,,TCP J14225968+4122545,VVS,STD,,,,
2459712.402512,14.337,0.011,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.008,Z,,14.070,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.402743,14.271,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.031,Z,17.118,18.307,,TCP J14225968+4122545,VVS,STD,,,,
2459712.403194,14.255,0.012,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.031,Z,17.130,18.319,,TCP J14225968+4122545,VVS,STD,,,,
2459712.403252,14.305,0.022,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.007,Z,,14.090,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.403646,14.271,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.030,Z,17.118,18.321,,TCP J14225968+4122545,VVS,STD,,,,
2459712.403993,14.321,0.009,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.007,Z,,14.127,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.404097,14.263,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.030,Z,17.117,18.310,,TCP J14225968+4122545,VVS,STD,,,,
2459712.404537,14.265,0.012,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.030,Z,17.105,18.288,,TCP J14225968+4122545,VVS,STD,,,,
2459712.404745,14.267,0.023,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.007,Z,,14.033,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.405035,14.237,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.029,Z,17.148,18.316,,TCP J14225968+4122545,VVS,STD,,,,
2459712.405486,14.305,0.023,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.007,Z,,14.078,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.405486,14.250,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.029,Z,17.131,18.334,,TCP J14225968+4122545,VVS,STD,,,,
2459712.405949,14.252,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.029,Z,17.144,18.302,,TCP J14225968+4122545,VVS,STD,,,,
2459712.406227,14.332,0.024,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.006,Z,,14.054,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.406389,14.270,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.028,Z,17.130,18.344,,TCP J14225968+4122545,VVS,STD,,,,
2459712.406852,14.245,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.028,Z,17.144,18.312,,TCP J14225968+4122545,VVS,STD,,,,
2459712.406968,14.301,0.027,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.006,Z,,14.082,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.407326,14.272,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.028,Z,17.140,18.317,,TCP J14225968+4122545,VVS,STD,,,,
2459712.407720,14.369,0.013,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.006,Z,,14.083,,TCP J14225968+4122545,AAVSO,STD,,,,
2459712.407778,14.283,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.027,Z,17.137,18.339,,TCP J14225968+4122545,VVS,STD,,,,
2459712.408241,14.277,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.027,Z,17.176,18.358,,TCP J14225968+4122545,VVS,STD,,,,
2459712.408461,14.332,0.021,,CV,BSM,,ENSEMBLE,000-BPJ-532,X27938HS,,0,1.006,Z,,14.072,,TCP J14225968+4122545,AAVSO,STD,,,,
